temperature,humidity,co2
30.25,49.29,462
30.25,49.34,462
30.25,49.37,464
30.25,49.37,464
30.25,49.38,458
30.25,49.39,452
30.25,49.41,456
30.25,49.46,460
30.25,49.49,450
30.25,49.5,458
30.25,49.56,451
30.25,49.65,447
30.24,49.76,456
30.25,49.87,458
30.25,49.97,458
30.26,50.01,460
30.26,50.04,453
30.26,50.06,464
30.26,50.09,467
30.26,50.07,469
30.28,50.0,463
30.3,49.95,467
30.32,49.92,451
30.34,49.89,467
30.36,49.88,469
30.26,49.7,458
30.14,46.42,462
29.68,42.92,469
29.21,40.3,462
28.77,38.7,464
28.34,37.56,451
27.9,36.75,448
27.59,36.07,455
27.33,35.5,452
27.15,34.93,452
26.89,34.54,469
26.72,34.28,463
26.61,33.97,441
26.5,33.68,469
26.23,33.8,458
26.15,33.66,446
26.06,33.48,459
26.02,33.44,456
26.01,33.36,460
25.97,33.3,465
25.93,33.81,468
25.94,34.39,495
25.96,34.24,494
25.99,34.48,524
26.03,34.42,584
26.11,34.62,596
26.24,34.57,642
26.35,34.52,690
26.45,34.46,742
26.44,34.36,777
26.52,34.21,807
26.59,33.98,859
26.61,33.77,871
26.53,33.72,886
26.56,33.53,909
26.56,34.2,951
26.8,37.1,838
26.93,39.06,739
27.02,39.83,639
27.09,40.14,600
27.22,39.78,585
27.27,39.04,590
27.3,38.0,663
27.28,37.2,758
27.27,36.5,809
27.27,36.14,858
27.29,35.66,905
27.29,35.37,1033
27.33,35.08,1138
27.29,34.85,1195
27.29,34.68,1302
27.31,34.35,1380
27.33,34.13,1416
27.28,34.16,1499
27.28,34.25,1529
27.33,36.27,1462
27.12,39.23,1138
24.16,42.79,895
22.83,46.41,853
22.5,49.13,879
22.99,46.81,968
23.33,45.27,1010
23.87,43.64,1048
24.13,43.24,1111
24.18,43.47,1222
24.58,42.99,1336
24.89,41.88,1389
25.1,40.92,1488
25.01,40.44,1550
25.08,40.06,1624
25.16,39.52,1696
25.27,42.36,1718
25.77,44.43,1394
26.0,45.41,1058
25.17,46.72,864
25.21,45.3,842
25.15,43.9,887
25.26,43.06,1014
25.14,42.17,1142
25.16,42.42,1222
25.46,41.07,1359
25.38,41.08,1468
25.23,41.64,1538
25.66,40.69,1735
25.64,40.24,1824
25.75,39.91,1897
26.3,41.49,1995
26.56,42.41,2135
27.12,42.24,2176
27.17,43.13,2227
27.47,44.53,2170
27.72,43.55,1752
28.38,43.88,1471
29.16,42.11,1486
29.68,41.29,1609
29.89,41.84,1642
30.23,42.07,1699
30.52,42.38,1826
30.73,41.23,2047
30.6,39.0,2160
30.27,37.77,2197
29.99,37.19,2310
29.79,36.52,2409
29.6,35.99,2435
29.44,35.75,2485
29.31,35.29,2558
29.15,34.8,2530
29.01,34.46,2542
28.91,34.23,2650
28.89,35.42,2581
29.0,39.28,1925
29.22,39.79,1661
29.47,39.74,1630
29.71,39.89,1537
29.89,39.82,1456
30.03,39.61,1463
30.17,39.66,1437
30.24,39.77,1373
30.3,39.8,1357
30.32,39.87,1307
30.33,39.97,1279
30.34,40.16,1245
30.34,40.31,1142
30.35,40.37,1141
30.36,40.46,1155
30.37,40.56,1121
30.38,40.67,1067
30.39,40.54,1107
30.4,40.44,1184
30.32,40.34,927
30.33,40.54,1216
30.32,40.86,1141
30.32,41.04,1082
30.3,41.06,1018
30.29,41.09,1015
30.28,41.08,1005
30.27,41.08,980
30.27,41.06,990
30.28,41.07,1011
30.28,41.11,1002
30.28,41.12,1011
30.28,41.14,986
30.27,41.19,959
30.27,41.24,951
30.28,41.27,935
30.28,41.32,935
30.28,41.43,937
30.28,41.5,911
30.28,41.51,886
30.28,41.59,871
30.28,41.58,875
30.29,41.62,883
30.29,41.7,886
30.29,41.77,880
30.29,41.82,854
30.29,41.9,857
30.29,41.99,855
30.28,42.06,829
30.28,42.08,824
30.28,42.1,832
30.29,42.13,822
30.29,42.23,814
30.29,42.27,813
30.29,42.3,823
30.29,42.34,822
30.29,42.39,814
30.29,42.42,798
30.29,42.44,798
30.3,42.5,803
30.3,42.54,787
30.3,42.56,781
30.3,42.58,785
30.3,42.61,793
30.29,42.64,805
30.29,42.67,779
30.29,42.68,762
30.29,42.7,768
30.29,42.72,765
30.29,42.76,761
30.27,42.78,756
30.27,42.79,762
30.27,42.79,762
30.27,42.82,757
30.27,42.86,737
30.28,42.89,739
30.27,42.91,736
30.27,42.97,742
30.27,43.0,744
30.26,42.99,733
30.27,42.98,723
30.28,42.99,718
30.28,43.02,732
30.28,43.04,726
30.27,43.09,721
30.27,43.14,730
30.27,43.23,728
30.88,40.41,433
30.88,40.43,435
30.89,40.47,425
30.27,43.46,687
30.26,43.45,693
30.27,43.45,706
30.28,43.47,713
30.27,43.51,700
30.28,43.58,686
30.27,43.64,676
30.28,43.67,677
30.27,43.72,679
30.27,43.77,674
30.27,43.87,648
30.27,43.96,669
30.27,44.04,665
30.27,44.04,666
30.27,44.05,658
30.27,44.03,645
30.27,44.05,656
30.27,44.09,661
30.27,44.12,648
30.28,44.14,634
30.28,44.17,667
30.29,44.22,655
30.3,44.31,644
30.3,44.38,641
30.3,44.42,634
30.3,44.46,628
30.3,44.53,632
30.31,44.58,626
30.3,44.68,617
30.3,44.74,606
30.31,44.82,607
30.31,44.89,618
30.31,45.0,612
30.31,45.12,600
30.32,45.18,610
30.33,45.26,599
30.33,45.34,589
30.32,45.45,601
30.32,45.53,602
30.32,45.52,580
30.34,45.57,579
30.34,45.59,590
30.34,45.69,579
30.33,45.77,571
30.34,45.79,567
30.33,45.81,577
30.33,45.83,576
30.34,45.85,566
30.34,45.92,575
30.34,46.0,569
30.33,46.07,561
30.32,46.14,554
30.32,46.14,552
30.31,46.18,549
30.31,46.21,546
30.3,46.21,553
30.3,46.23,547
30.3,46.27,541
30.3,46.29,560
30.31,46.33,549
30.31,46.34,556
30.31,46.45,550
30.31,46.46,545
30.31,46.5,548
30.31,46.57,555
30.31,46.66,549
30.31,46.69,543
30.31,46.7,544
30.31,46.78,533
30.31,46.77,532
30.31,46.82,545
30.31,46.87,545
30.32,46.89,528
30.32,46.89,529
30.32,46.97,534
30.32,47.17,530
30.31,47.39,516
30.31,47.36,519
30.31,47.22,522
30.33,47.15,526
30.33,47.24,514
30.35,47.24,517
30.37,47.31,521
30.38,47.36,500
30.4,47.35,508
30.42,47.34,512
30.44,47.41,504
30.46,47.29,510
30.44,47.28,501
30.31,45.91,512
30.08,43.39,513
29.79,41.48,564
29.48,39.99,631
29.14,40.2,690
28.94,40.15,767
28.82,39.36,860
28.7,39.11,1081
28.63,38.46,1289
28.58,37.88,1409
28.54,37.29,1529
28.52,36.63,1669
28.45,36.28,1758
28.42,35.94,1841
28.41,35.96,1922
28.41,35.62,2023
28.39,35.41,2095
28.35,35.24,2209
28.33,35.11,2247
28.32,35.19,2371
28.31,34.97,2387
28.31,35.98,2387
28.35,39.93,1922
28.33,41.1,1558
28.33,39.44,1450
28.27,38.02,1451
28.19,36.9,1431
28.04,36.01,1449
27.97,35.41,1410
27.83,34.84,1414
27.74,34.38,1436
27.65,34.17,1443
27.63,33.95,1402
27.6,33.65,1419
27.59,33.4,1417
27.6,33.3,1438
27.67,34.95,1395
27.8,38.84,1013
27.98,40.61,808
28.1,41.64,769
28.21,41.81,751
28.33,41.47,810
28.47,40.1,1009
28.54,39.1,1248
28.58,38.22,1407
28.59,37.56,1524
28.61,36.96,1644
28.63,36.51,1783
28.65,36.15,1863
28.64,35.8,1937
28.66,35.48,1989
28.68,35.13,2080
28.69,34.88,2171
28.64,34.51,2198
28.58,34.23,2166
28.54,34.16,1954
28.39,33.56,1628
28.27,33.52,1507
28.28,34.5,1078
28.14,34.22,838
27.91,33.59,789
27.77,33.23,776
27.52,33.16,773
27.41,32.96,787
27.42,32.98,798
27.42,33.09,834
27.53,32.98,880
27.62,32.82,917
27.66,32.7,966
27.61,32.85,1067
27.63,32.75,1152
27.67,32.6,1152
27.81,32.88,1173
27.68,33.39,917
27.52,33.22,870
27.52,33.74,865
27.63,36.27,911
28.09,39.35,1046
28.69,40.77,1207
29.27,41.36,1381
29.83,41.61,1453
30.28,42.15,1629
30.67,42.54,1812
30.96,43.0,1907
31.22,43.49,1989
31.4,43.72,2120
31.6,44.07,2176
31.79,44.28,2250
31.94,44.32,2342
32.06,44.24,2306
32.18,44.3,2347
32.29,44.31,2371
32.39,44.07,2380
31.8,42.15,2179
30.23,39.27,1736
30.74,35.21,1414
30.62,34.36,1311
30.32,33.58,1395
29.98,33.13,1365
29.66,32.94,1397
29.39,32.77,1446
29.18,32.23,1375
28.94,32.25,1378
28.95,34.03,1351
29.32,34.41,1380
29.74,34.93,1294
30.18,34.85,1313
30.46,35.02,1237
30.61,35.07,819
31.09,34.59,917
31.23,34.67,896
31.28,34.73,849
31.3,34.85,799
31.33,34.96,787
31.35,35.06,774
31.36,35.18,760
31.37,35.22,757
31.39,35.34,752
31.39,35.32,740
31.39,35.5,730
31.37,35.69,701
31.34,35.89,704
31.32,36.02,687
31.3,36.17,713
31.26,36.37,693
31.23,36.53,665
31.2,36.66,683
31.17,36.88,681
31.15,36.96,671
31.1,37.18,659
31.07,37.35,654
31.07,37.39,647
31.06,37.53,640
31.04,37.59,640
31.03,37.68,645
31.01,37.75,547
31.02,37.71,523
31.04,37.75,536
31.04,37.84,524
31.03,37.89,501
31.03,37.86,513
31.04,37.94,514
31.03,38.04,513
31.02,38.17,509
31.01,38.21,507
31.01,38.25,510
31.02,38.26,501
31.02,38.34,498
31.03,38.38,504
31.03,38.44,501
31.02,38.49,511
31.01,38.59,512
31.01,38.63,503
31.0,38.71,495
31.0,38.79,489
30.99,38.83,482
30.98,38.91,475
30.98,38.95,474
30.98,39.02,471
30.97,39.08,474
30.97,39.14,479
30.97,39.18,472
30.97,39.19,478
30.97,39.24,474
30.96,39.29,484
30.96,39.34,480
30.96,39.36,473
30.95,39.4,468
30.95,39.45,466
30.95,39.5,457
30.95,39.54,467
30.94,39.58,478
30.94,39.62,469
30.92,39.67,460
30.91,39.73,459
30.91,39.75,456
30.9,39.79,458
30.9,39.82,455
30.9,39.86,447
30.9,39.89,441
30.89,39.92,450
30.89,39.96,443
30.89,39.99,436
30.89,40.02,437
30.89,40.05,438
30.89,40.09,437
30.89,40.12,426
30.89,40.14,427
30.9,40.16,431
30.89,40.2,433
30.89,40.23,431
30.88,40.28,435
30.88,40.3,431
30.89,40.32,423
30.89,40.35,426
30.88,40.4,429
31.48,45.04,448
31.48,45.44,460
31.48,45.54,459
30.89,40.49,409
30.89,40.52,416
30.89,40.56,425
30.88,40.61,428
30.87,40.63,415
30.87,40.67,416
30.87,40.69,419
30.87,40.71,421
30.88,40.73,416
30.88,40.76,411
30.88,40.8,419
30.88,40.81,412
30.89,40.82,409
30.89,40.85,410
30.9,40.88,409
30.89,40.94,409
30.89,40.97,408
30.89,41.0,409
30.89,41.06,408
30.9,41.08,410
30.91,41.12,413
30.91,41.17,410
30.92,41.19,407
30.92,41.32,408
30.91,41.43,407
30.91,41.44,406
30.9,41.45,406
30.91,41.5,407
30.91,41.56,406
30.92,41.54,407
30.93,41.61,404
30.94,41.79,404
30.94,41.78,402
30.93,41.82,407
30.93,41.87,405
30.93,41.87,404
30.93,41.89,405
30.94,41.93,405
30.94,41.97,404
30.95,42.01,406
30.94,42.06,404
30.94,42.08,403
30.95,42.11,402
30.95,42.19,403
30.94,42.24,406
30.94,42.23,406
30.94,42.28,406
30.94,42.33,405
30.95,42.32,403
30.95,42.36,402
30.95,42.43,403
30.95,42.46,403
30.95,42.5,405
30.95,42.53,402
30.95,42.56,402
30.95,42.6,403
30.96,42.65,401
30.97,42.72,401
30.97,42.86,403
30.97,42.97,395
30.97,42.99,386
30.96,43.05,397
30.97,43.15,391
30.97,43.24,384
30.97,43.39,394
30.96,43.46,392
30.95,43.49,387
30.96,43.56,399
30.95,43.53,395
30.95,43.54,386
30.97,43.55,391
30.97,43.6,393
30.97,43.7,390
30.98,43.85,387
30.96,43.97,394
30.96,43.98,390
30.95,44.11,397
30.95,44.12,395
30.96,44.23,388
30.97,44.38,386
30.99,44.34,391
31.01,44.66,395
31.02,44.7,385
31.04,44.53,389
31.06,44.66,375
31.09,44.61,374
31.13,44.52,388
31.16,44.49,373
31.17,44.83,375
30.8,44.38,374
30.76,40.82,376
30.35,38.62,377
29.89,37.43,356
29.47,36.59,349
29.09,36.07,355
28.76,35.74,357
28.48,35.54,359
28.32,35.16,361
28.12,34.97,354
27.96,34.87,338
27.84,34.61,325
27.71,34.65,341
27.59,34.73,332
27.53,34.44,346
27.48,33.85,368
27.37,33.53,373
27.3,33.24,384
27.27,32.97,397
27.25,32.65,389
27.18,32.78,401
27.14,33.12,404
27.1,33.13,408
27.16,33.28,428
27.19,33.82,452
27.28,33.98,507
27.32,33.84,554
27.37,33.62,583
27.4,33.41,626
27.43,33.28,644
27.44,33.14,674
27.44,33.03,687
27.43,33.02,722
27.44,33.03,742
27.45,33.23,755
27.49,34.97,766
27.7,39.93,671
27.88,39.74,576
27.81,38.41,567
27.7,38.31,568
27.5,41.65,586
27.83,41.83,617
28.04,39.28,664
28.0,38.85,678
27.99,40.69,710
28.13,39.81,743
28.15,41.11,771
28.31,39.77,799
28.33,38.46,843
28.33,38.23,862
28.36,39.74,881
28.44,38.64,968
28.43,37.86,1001
28.38,37.19,1016
28.34,36.68,1063
28.46,38.84,1039
28.64,41.89,783
28.69,40.51,684
28.54,39.86,688
28.21,42.83,677
28.5,41.03,724
28.5,39.7,772
28.56,38.83,789
28.6,38.15,862
28.63,37.5,953
28.64,37.0,1014
28.65,36.6,1103
28.65,36.36,1204
28.66,36.07,1249
28.7,35.78,1336
28.69,35.61,1389
28.68,35.56,1415
28.71,35.78,1545
28.77,36.21,1545
28.88,37.24,1512
29.01,38.51,1373
29.02,38.62,1276
29.02,38.33,1272
29.01,37.89,1326
28.99,37.48,1377
28.97,37.07,1452
28.97,36.97,1493
29.01,37.2,1557
28.98,37.1,1635
29.03,36.72,1688
29.01,36.33,1777
28.94,36.4,1853
28.97,36.12,1889
28.99,36.03,1987
28.96,35.87,2051
29.0,35.67,2092
29.02,35.37,2176
29.02,36.18,2201
29.23,39.44,1879
29.48,41.77,1294
29.62,42.73,864
29.62,41.17,737
29.5,39.28,758
29.35,38.15,775
29.23,37.41,826
29.06,36.95,847
29.01,36.68,916
29.03,36.18,1050
28.92,35.9,1160
28.9,35.51,1203
28.91,35.06,1222
28.92,34.77,1252
28.89,34.53,1321
28.86,34.23,1400
28.8,34.12,1442
28.78,34.33,1470
28.91,35.97,1381
29.21,39.08,879
29.56,39.54,761
29.86,39.7,703
30.13,39.63,683
30.37,39.52,678
30.58,39.25,667
30.73,39.13,669
30.87,38.94,664
30.97,38.83,678
31.06,38.78,662
31.11,38.87,635
31.16,38.88,632
31.19,39.07,637
31.2,39.22,619
31.19,39.37,608
31.18,39.6,614
31.19,39.65,606
31.18,39.71,584
31.19,39.79,575
31.2,39.87,579
31.19,39.91,578
31.19,40.04,572
31.2,40.12,595
31.2,40.19,646
31.2,40.31,636
31.21,40.4,638
31.2,40.49,626
31.2,40.57,607
31.2,40.69,593
31.21,40.74,609
31.22,40.82,603
31.22,40.89,588
31.23,41.0,577
31.24,41.04,598
31.24,41.06,592
31.27,41.05,582
31.28,41.13,580
31.28,41.28,580
31.27,41.35,572
31.27,41.44,564
31.28,41.46,559
31.28,41.55,567
31.28,41.61,563
31.29,41.64,559
31.28,41.71,550
31.3,41.72,548
31.29,41.8,550
31.3,41.84,552
31.3,41.9,545
31.31,41.92,541
31.33,41.98,523
31.35,42.05,515
31.35,42.09,513
31.37,42.18,522
31.37,42.33,502
31.38,42.44,493
31.39,42.58,512
31.39,42.76,513
31.4,42.85,505
31.4,42.98,510
31.41,43.09,493
31.41,43.22,506
31.42,43.29,489
31.42,43.41,486
31.43,43.54,489
31.44,43.64,491
31.44,43.8,487
31.45,43.79,481
31.46,44.06,479
31.47,44.05,471
31.47,44.23,479
31.47,44.37,477
31.47,44.45,463
31.46,44.58,461
31.46,44.62,456
31.46,44.57,468
31.46,44.7,465
31.47,44.65,464
31.48,44.89,469
31.48,44.8,464
31.48,45.07,458
31.48,45.25,451
31.48,45.27,446
31.47,45.19,448
31.58,41.76,700
31.59,41.79,707
31.59,41.86,706
31.48,45.57,433
31.47,45.64,438
31.47,45.72,464
31.48,45.64,450
31.48,45.79,446
31.47,45.73,457
31.49,45.64,446
31.49,45.77,430
31.49,45.96,431
31.47,46.09,432
31.46,46.09,433
31.46,45.96,423
31.47,45.91,444
31.49,46.17,435
31.49,46.19,438
31.5,46.19,432
31.51,46.34,423
31.51,46.5,412
31.51,46.52,427
31.51,46.52,430
31.53,46.83,413
31.52,47.01,412
31.51,47.26,419
31.51,47.22,421
31.51,47.07,431
31.51,47.37,416
31.51,47.53,410
31.51,47.51,416
31.5,47.5,412
31.49,47.5,410
31.49,47.49,411
31.49,47.52,408
31.48,47.63,409
31.47,47.34,408
31.49,47.25,407
31.5,47.29,408
31.51,47.46,408
31.51,47.47,407
31.51,47.54,408
31.53,47.67,408
31.53,47.68,408
31.53,47.8,408
31.53,47.97,405
31.53,47.91,409
31.53,48.15,405
31.53,48.33,405
31.52,48.09,404
31.52,48.12,405
31.52,48.21,406
31.52,48.23,406
31.51,48.28,406
31.51,48.43,408
31.51,48.45,407
31.51,48.31,406
31.5,48.57,405
31.5,48.57,404
31.5,48.49,405
31.5,48.57,405
31.51,48.51,406
31.51,48.57,406
31.51,48.42,410
31.51,48.54,408
31.51,48.53,404
31.5,48.51,406
31.5,48.62,407
31.49,48.58,406
31.48,48.63,405
31.48,48.5,408
31.47,48.45,407
31.47,48.42,405
31.47,48.35,405
31.48,48.32,404
31.48,48.29,403
31.48,48.28,404
31.49,48.17,405
31.49,48.13,405
31.5,48.11,404
31.51,48.02,406
31.51,47.99,405
31.52,47.96,402
31.53,47.96,405
31.55,47.9,405
31.56,47.89,405
31.59,47.98,405
31.6,48.02,403
31.62,47.88,401
31.65,47.8,402
31.66,47.78,406
31.68,47.72,407
31.7,47.75,403
31.43,47.65,398
31.4,46.11,405
31.15,45.81,401
30.89,46.19,393
30.62,46.0,401
30.36,44.0,429
30.1,42.22,467
29.93,40.81,517
29.71,40.16,584
29.64,39.18,666
29.53,38.4,753
29.42,37.76,801
29.33,37.59,835
29.3,37.19,926
29.27,36.86,1051
29.25,36.48,1152
29.2,36.17,1227
29.15,35.98,1326
29.12,35.76,1424
29.11,36.57,1496
29.18,39.9,1356
29.28,41.57,1009
29.21,41.27,918
29.37,43.51,807
29.58,45.06,676
29.71,46.08,570
29.78,46.84,496
29.86,47.06,454
29.93,47.69,429
30.01,47.18,405
30.03,47.41,401
30.09,47.47,403
30.18,47.62,383
30.22,47.47,370
30.25,47.32,378
30.17,46.92,390
29.94,44.51,404
29.66,42.05,404
29.35,40.76,405
29.25,42.4,412
29.27,44.42,452
29.44,43.75,513
29.49,42.07,591
29.28,41.28,685
29.28,40.53,769
29.39,41.59,805
29.55,40.95,875
27.57,42.22,952
26.22,42.43,993
25.37,44.14,1044
25.1,51.15,1133
25.0,53.19,1214
25.06,53.58,1295
25.44,56.97,1379
25.8,54.52,1207
25.56,54.62,909
25.37,57.1,781
25.28,57.47,786
25.54,60.13,766
25.69,58.15,669
25.82,55.64,625
25.72,53.8,659
25.79,54.85,683
25.85,51.61,720
25.68,51.85,743
25.79,52.48,774
25.65,50.28,835
25.61,51.62,858
25.9,51.27,786
25.64,50.0,746
25.54,50.75,692
25.88,54.05,644
26.1,54.19,655
25.92,51.58,656
26.04,55.22,667
25.99,55.04,680
25.99,58.74,718
26.35,58.34,778
25.93,56.41,830
26.02,58.89,903
26.15,54.69,1005
25.96,52.33,1080
25.82,50.49,1145
25.79,50.44,1207
26.16,54.58,1291
26.1,52.85,1404
26.08,57.02,1419
26.35,55.14,1493
26.18,52.02,1551
26.08,50.61,1590
26.5,50.6,1342
27.43,50.29,924
28.23,47.38,799
28.18,45.62,781
26.9,45.56,766
26.05,47.9,837
25.77,48.42,911
25.59,47.59,995
25.59,46.21,1042
25.58,44.45,1042
25.45,43.4,1047
25.28,42.83,1044
25.08,42.45,1039
25.02,42.92,1059
25.79,45.73,887
26.4,45.74,698
26.23,44.77,636
27.31,44.65,620
28.36,43.36,576
29.11,42.3,557
29.63,41.65,571
30.04,41.06,551
30.34,40.78,555
30.54,40.69,552
30.82,40.18,557
30.98,40.09,562
31.11,40.0,559
31.22,39.94,557
31.27,40.14,572
31.37,39.98,579
31.46,39.97,576
31.48,40.1,583
31.5,40.15,582
31.51,40.15,573
31.5,40.19,596
31.51,40.19,627
31.51,40.23,636
31.49,40.25,654
31.48,40.24,669
31.47,40.31,666
31.47,40.32,666
31.48,40.3,686
31.51,40.08,700
31.52,39.94,732
31.5,40.03,766
31.51,40.01,759
31.51,40.0,770
31.53,39.8,770
31.54,39.68,772
31.55,39.67,795
31.55,39.67,794
31.55,39.7,793
31.56,39.66,798
31.55,39.61,796
31.56,39.49,802
31.56,39.47,790
31.57,39.47,802
31.55,39.57,799
31.54,39.62,792
31.55,39.6,777
31.55,39.65,784
31.55,39.7,773
31.55,39.7,768
31.55,39.74,782
31.57,39.92,791
31.58,39.93,765
31.58,39.89,769
31.58,39.98,804
31.59,39.98,792
31.58,40.03,792
31.59,40.08,779
31.59,40.2,804
31.59,40.26,795
31.6,40.29,798
31.6,40.47,798
31.6,40.46,781
31.6,40.45,779
31.59,40.52,778
31.59,40.58,782
31.59,40.63,798
31.59,40.89,796
31.58,40.81,784
31.56,40.82,784
31.56,40.73,795
31.54,40.78,782
31.55,40.79,792
31.55,40.79,798
31.54,40.88,764
31.55,40.92,788
31.53,40.98,786
31.52,41.02,783
31.52,40.99,782
31.53,40.93,773
31.54,40.98,764
31.54,40.98,754
31.54,41.06,745
31.56,41.14,752
31.57,41.16,760
31.57,41.21,742
31.57,41.27,726
31.58,41.35,733
31.58,41.42,733
31.58,41.52,719
31.58,41.56,733
31.58,41.68,726
32.2,37.48,467
32.2,37.53,468
32.2,37.58,464
31.59,41.92,678
31.6,41.94,700
31.6,42.03,693
31.6,42.14,690
31.6,42.22,682
31.6,42.34,660
31.61,42.39,665
31.6,42.47,649
31.62,42.52,655
31.62,42.54,663
31.63,42.58,643
31.63,42.63,630
31.63,42.7,641
31.63,42.72,640
31.63,42.78,615
31.63,42.89,610
31.64,42.91,614
31.64,42.96,630
31.65,43.0,619
31.65,43.02,612
31.65,43.08,615
31.64,43.21,603
31.64,43.23,612
31.64,43.3,615
31.63,43.42,587
31.64,43.45,594
31.63,43.51,590
31.64,43.52,577
31.63,43.6,586
31.63,43.67,582
31.63,43.72,578
31.63,43.75,572
31.62,43.77,569
31.61,43.82,569
31.6,43.85,571
31.6,43.9,579
31.6,43.93,554
31.6,43.97,556
31.59,44.03,559
31.59,44.06,553
31.59,44.12,547
31.59,44.17,545
31.58,44.23,542
31.58,44.3,539
31.58,44.37,536
31.58,44.38,536
31.59,44.41,524
31.6,44.45,524
31.59,44.49,524
31.6,44.53,518
31.6,44.55,528
31.6,44.6,528
31.59,44.65,510
31.6,44.68,510
31.6,44.74,519
31.6,44.81,522
31.61,44.89,519
31.61,44.97,517
31.61,44.99,511
31.61,45.05,518
31.61,45.08,509
31.61,45.16,507
31.61,45.21,515
31.6,45.24,520
31.6,45.27,502
31.59,45.31,510
31.6,45.34,525
31.59,45.39,505
31.59,45.45,498
31.6,45.46,506
31.6,45.51,513
31.6,45.53,513
31.6,45.55,490
31.6,45.59,476
31.61,45.62,473
31.62,45.59,498
31.64,45.59,493
31.65,45.58,478
31.67,45.56,489
31.68,45.56,473
31.69,45.57,483
31.7,45.53,487
31.72,45.61,483
31.74,45.67,475
31.77,45.77,468
31.79,45.74,473
31.85,45.76,480
31.9,45.66,464
31.95,45.68,459
31.99,45.62,466
32.03,45.55,483
32.07,45.5,468
32.12,45.41,456
32.16,45.38,456
32.19,45.45,462
32.22,45.45,460
32.24,45.43,469
32.27,45.41,452
32.28,45.42,451
32.3,45.41,462
32.32,45.58,462
32.34,45.64,450
32.35,45.71,451
32.38,45.7,448
32.4,45.64,462
32.42,45.65,450
32.44,45.66,456
32.46,45.62,450
32.47,45.63,463
32.49,45.65,453
32.5,45.69,450
32.52,45.72,460
32.55,45.91,442
32.43,46.56,438
30.02,51.05,464
27.97,48.83,571
26.72,47.24,616
25.71,46.57,684
25.01,45.95,755
24.55,45.74,828
24.2,45.21,882
24.03,44.66,966
24.95,42.71,1077
25.83,41.82,1211
26.34,40.96,1280
26.81,40.28,1390
27.26,42.89,1478
27.74,47.07,1045
27.48,44.86,875
26.99,44.63,884
26.9,44.39,883
27.35,43.7,887
27.7,42.76,978
28.11,42.1,1024
28.52,40.51,1127
28.47,42.37,1309
28.85,45.31,1088
29.09,47.21,777
29.62,46.95,666
30.39,45.36,635
30.95,44.14,625
31.29,43.28,636
31.54,42.78,617
31.7,42.5,612
31.71,43.28,636
31.56,43.0,585
31.45,41.1,506
31.94,42.38,483
32.45,42.12,530
32.61,42.11,507
32.68,42.06,513
32.73,42.27,521
32.76,42.27,532
32.79,42.22,519
32.83,42.04,511
32.86,41.68,501
32.9,41.54,490
32.93,41.47,496
32.95,41.18,496
33.0,41.31,494
33.03,41.34,502
33.06,41.18,497
33.08,41.12,483
33.1,40.97,471
33.12,40.52,478
32.86,37.93,455
32.59,35.85,404
32.64,34.75,401
32.65,33.46,400
32.75,32.9,383
32.8,31.92,374
32.92,31.78,363
33.45,32.09,386
33.58,32.07,381
33.56,32.4,396
33.52,32.75,398
33.48,32.93,401
33.44,33.15,401
33.42,33.52,399
33.41,33.53,384
33.39,33.53,400
32.18,34.73,391
30.39,35.56,399
29.21,35.76,404
28.06,35.4,425
27.58,34.82,467
27.57,34.39,511
27.69,34.36,549
27.89,34.2,622
28.08,34.02,704
28.04,33.76,763
28.27,33.94,800
28.39,33.43,839
28.58,33.16,872
28.77,32.74,968
28.82,32.55,1029
28.43,32.28,1046
28.8,32.21,962
29.79,31.67,867
30.4,31.56,795
30.88,31.26,763
31.24,31.49,746
31.53,31.15,720
31.73,31.55,708
31.88,31.58,700
32.0,31.47,682
32.08,31.79,663
32.17,31.86,640
32.26,31.94,647
32.32,31.98,633
32.33,32.22,626
32.35,32.16,624
32.35,32.38,615
32.39,32.28,601
32.41,32.44,609
32.39,32.72,591
32.39,32.83,599
32.4,32.83,590
32.4,32.9,583
32.4,33.04,584
32.39,33.15,568
32.37,33.27,583
32.37,33.35,590
32.37,33.45,581
32.37,33.56,582
32.37,33.66,588
32.37,33.74,591
32.35,33.84,586
32.35,33.96,591
32.34,34.05,576
32.34,34.15,560
32.34,34.23,561
32.34,34.31,568
32.33,34.41,555
32.32,34.48,554
32.32,34.57,548
32.32,34.65,542
32.31,34.68,534
32.31,34.76,545
32.31,34.81,536
32.31,34.89,539
32.31,34.94,533
32.32,35.02,532
32.32,35.06,517
32.3,35.13,510
32.3,35.17,509
32.31,35.21,516
32.3,35.28,504
32.3,35.31,503
32.3,35.36,501
32.29,35.44,503
32.29,35.49,497
32.28,35.55,499
32.27,35.62,511
32.27,35.68,495
32.26,35.74,481
32.26,35.79,493
32.25,35.87,495
32.24,35.95,502
32.24,36.01,496
32.24,36.08,487
32.24,36.14,502
32.23,36.2,496
32.24,36.25,482
32.23,36.32,474
32.23,36.39,480
32.23,36.43,482
32.23,36.49,481
32.22,36.57,468
32.22,36.63,481
32.21,36.69,482
32.21,36.74,487
32.21,36.8,486
32.21,36.84,502
32.21,36.9,484
32.22,36.96,474
32.21,37.02,475
32.2,37.09,483
32.21,37.14,479
32.2,37.2,480
32.2,37.26,472
32.2,37.3,472
32.2,37.37,458
32.2,37.4,459
33.1,37.98,445
